JobTitle,BasePay,Year
Registered Nurse,129294.15,2012
Registered Nurse,124331.49,2012
Registered Nurse,125296.7,2012
Registered Nurse,132445.64,2012
Registered Nurse,131462.7,2012
Registered Nurse,123119.09,2012
Registered Nurse,125337.5,2012
Registered Nurse,132048.26,2012
Registered Nurse,130290.52,2012
Registered Nurse,134022.0,2012
Registered Nurse,128457.68,2012
Registered Nurse,123192.2,2012
Registered Nurse,125145.61,2012
Registered Nurse,121143.2,2012
Registered Nurse,134022.0,2012
Registered Nurse,134022.0,2012
Registered Nurse,116867.08,2012
Registered Nurse,134022.0,2012
Registered Nurse,130062.01,2012
Registered Nurse,134022.0,2012
Registered Nurse,132723.11,2012
Registered Nurse,116488.07,2012
Registered Nurse,126120.0,2012
Registered Nurse,121826.61,2012
Registered Nurse,125010.53,2012
Registered Nurse,132194.22,2012
Registered Nurse,122308.01,2012
Registered Nurse,130062.0,2012
Registered Nurse,118652.0,2012
Registered Nurse,134022.0,2012
Registered Nurse,132092.75,2012
Registered Nurse,131102.8,2012
Registered Nurse,134022.01,2012
Registered Nurse,130330.11,2012
Registered Nurse,124641.13,2012
Registered Nurse,118637.41,2012
Registered Nurse,121615.96,2012
Registered Nurse,131816.84,2012
Registered Nurse,134022.0,2012
Registered Nurse,134022.0,2012
Registered Nurse,126120.03,2012
Registered Nurse,132629.91,2012
Registered Nurse,130328.06,2012
Registered Nurse,117353.26,2012
Registered Nurse,122396.3,2012
Registered Nurse,133494.52,2012
Registered Nurse,130534.71,2012
Registered Nurse,133969.26,2012
Registered Nurse,120367.34,2012
Registered Nurse,127048.85,2012
Registered Nurse,131529.36,2012
Registered Nurse,134022.0,2012
Registered Nurse,134022.0,2012
Registered Nurse,109185.64,2012
Registered Nurse,120169.51,2012
Registered Nurse,119400.74,2012
Registered Nurse,133250.3,2012
Registered Nurse,121187.83,2012
Registered Nurse,119343.48,2012
Registered Nurse,126296.34,2012
Registered Nurse,121980.51,2012
Registered Nurse,125859.38,2012
Registered Nurse,122308.0,2012
Registered Nurse,134022.0,2012
Registered Nurse,134022.0,2012
Registered Nurse,120058.63,2012
Registered Nurse,116030.0,2012
Registered Nurse,134022.02,2012
Registered Nurse,118990.7,2012
Registered Nurse,123018.12,2012
Registered Nurse,132986.52,2012
Registered Nurse,130132.2,2012
Registered Nurse,124242.51,2012
Registered Nurse,134022.01,2012
Registered Nurse,133945.52,2012
Registered Nurse,125178.46,2012
Registered Nurse,134022.0,2012
Registered Nurse,134022.0,2012
Registered Nurse,134549.87,2012
Registered Nurse,133989.04,2012
Registered Nurse,133382.17,2012
Registered Nurse,130752.38,2012
Registered Nurse,132953.67,2012
Registered Nurse,120984.8,2012
Registered Nurse,116344.21,2012
Registered Nurse,114789.9,2012
Registered Nurse,134022.0,2012
Registered Nurse,133716.94,2012
Registered Nurse,126086.54,2012
Registered Nurse,118652.0,2012
Registered Nurse,119103.77,2012
Registered Nurse,132205.06,2012
Registered Nurse,130062.0,2012
Registered Nurse,119303.53,2012
Registered Nurse,133989.04,2012
Registered Nurse,130062.0,2012
Registered Nurse,130062.0,2012
Registered Nurse,132758.87,2012
Registered Nurse,134022.0,2012
Registered Nurse,119464.28,2012
Registered Nurse,129294.15,2012
Registered Nurse,129588.04,2012
Registered Nurse,131562.73,2012
Registered Nurse,122308.0,2012
Registered Nurse,134009.8,2012
Registered Nurse,111359.15,2012
Registered Nurse,130061.95,2012
Registered Nurse,134022.0,2012
Registered Nurse,132058.8,2012
Registered Nurse,126028.08,2012
Registered Nurse,120381.99,2012
Registered Nurse,133014.01,2012
Registered Nurse,126734.68,2012
Registered Nurse,134022.0,2012
Registered Nurse,125567.69,2012
Registered Nurse,134022.03,2012
Registered Nurse,134022.02,2012
Registered Nurse,130535.71,2012
Registered Nurse,130214.7,2012
Registered Nurse,130062.01,2012
Registered Nurse,130062.0,2012
Registered Nurse,130536.0,2012
Registered Nurse,121370.03,2012
Registered Nurse,124206.05,2012
Registered Nurse,132063.42,2012
Registered Nurse,132945.14,2012
Registered Nurse,130062.1,2012
Registered Nurse,129866.61,2012
Registered Nurse,123448.83,2012
Registered Nurse,130061.98,2012
Registered Nurse,120119.16,2012
Registered Nurse,130030.01,2012
Registered Nurse,133640.44,2012
Registered Nurse,134022.01,2012
Registered Nurse,134022.01,2012
Registered Nurse,131466.0,2012
Registered Nurse,127129.65,2012
Registered Nurse,121821.45,2012
Registered Nurse,118584.51,2012
Registered Nurse,122258.16,2012
Registered Nurse,134022.21,2012
Registered Nurse,133656.09,2012
Registered Nurse,118954.4,2012
Registered Nurse,134022.01,2012
Registered Nurse,122472.64,2012
Registered Nurse,134022.01,2012
Registered Nurse,134022.01,2012
Registered Nurse,126120.01,2012
Registered Nurse,111771.36,2012
Registered Nurse,134022.01,2012
Registered Nurse,134022.04,2012
Registered Nurse,116550.68,2012
Registered Nurse,134022.02,2012
Registered Nurse,123790.88,2012
Registered Nurse,126091.33,2012
Registered Nurse,131912.01,2012
Registered Nurse,116040.54,2012
Registered Nurse,134022.01,2012
Registered Nurse,131310.01,2012
Registered Nurse,123283.47,2012
Registered Nurse,126120.02,2012
Registered Nurse,109285.46,2012
Registered Nurse,133572.06,2012
Registered Nurse,126120.0,2012
Registered Nurse,110121.87,2012
Registered Nurse,130247.85,2012
Registered Nurse,131670.25,2012
Registered Nurse,125881.05,2012
Registered Nurse,131679.44,2012
Registered Nurse,116848.13,2012
Registered Nurse,125147.0,2012
Registered Nurse,118652.0,2012
Registered Nurse,129162.09,2012
Registered Nurse,123963.28,2012
Registered Nurse,123058.0,2012
Registered Nurse,125469.05,2012
Registered Nurse,110188.98,2012
Registered Nurse,113969.8,2012
Registered Nurse,124390.37,2012
Registered Nurse,130062.0,2012
Registered Nurse,125660.4,2012
Registered Nurse,126120.0,2012
Registered Nurse,127843.85,2012
Registered Nurse,121607.15,2012
Registered Nurse,120430.27,2012
Registered Nurse,122512.98,2012
Registered Nurse,121871.05,2012
Registered Nurse,130062.0,2012
Registered Nurse,126120.0,2012
Registered Nurse,134022.0,2012
Registered Nurse,113468.28,2012
Registered Nurse,114437.88,2012
Registered Nurse,130061.99,2012
Registered Nurse,134022.0,2012
Registered Nurse,130062.02,2012
Registered Nurse,110781.99,2012
Registered Nurse,126120.0,2012
Registered Nurse,112349.52,2012
Registered Nurse,130062.02,2012
Registered Nurse,109437.41,2012
Registered Nurse,118652.0,2012
Registered Nurse,113020.39,2012
Registered Nurse,124893.17,2012
Registered Nurse,106815.24,2012
Registered Nurse,126120.0,2012
Registered Nurse,122133.91,2012
Registered Nurse,112669.44,2012
Registered Nurse,130026.81,2012
Registered Nurse,126120.0,2012
Registered Nurse,124649.21,2012
Registered Nurse,129588.0,2012
Registered Nurse,134022.0,2012
Registered Nurse,126120.0,2012
Registered Nurse,119221.68,2012
Registered Nurse,108906.93,2012
Registered Nurse,119954.67,2012
Registered Nurse,130062.0,2012
Registered Nurse,130062.0,2012
Registered Nurse,126089.04,2012
Registered Nurse,121510.0,2012
Registered Nurse,112653.35,2012
Registered Nurse,119779.74,2012
Registered Nurse,126120.02,2012
Registered Nurse,120271.15,2012
Registered Nurse,107945.76,2012
Registered Nurse,109819.4,2012
Registered Nurse,116740.24,2012
Registered Nurse,110540.25,2012
Registered Nurse,109341.88,2012
Registered Nurse,109773.19,2012
Registered Nurse,122308.0,2012
Registered Nurse,108675.12,2012
Registered Nurse,108321.02,2012
Registered Nurse,130062.0,2012
Registered Nurse,120883.56,2012
Registered Nurse,119562.98,2012
Registered Nurse,125775.33,2012
Registered Nurse,122090.45,2012
Registered Nurse,110630.44,2012
Registered Nurse,130061.97,2012
Registered Nurse,113245.79,2012
Registered Nurse,119789.75,2012
Registered Nurse,122529.07,2012
Registered Nurse,105598.86,2012
Registered Nurse,106304.45,2012
Registered Nurse,122308.02,2012
Registered Nurse,125805.42,2012
Registered Nurse,122308.0,2012
Registered Nurse,130062.0,2012
Registered Nurse,107640.23,2012
Registered Nurse,118624.98,2012
Registered Nurse,120093.09,2012
Registered Nurse,104804.56,2012
Registered Nurse,126662.72,2012
Registered Nurse,121507.04,2012
Registered Nurse,106967.24,2012
Registered Nurse,126120.01,2012
Registered Nurse,123028.01,2012
Registered Nurse,125517.9,2012
Registered Nurse,129038.19,2012
Registered Nurse,127100.98,2012
Registered Nurse,111762.65,2012
Registered Nurse,107558.49,2012
Registered Nurse,126005.83,2012
Registered Nurse,126120.85,2012
Registered Nurse,103716.85,2012
Registered Nurse,121826.61,2012
Registered Nurse,126103.74,2012
Registered Nurse,119522.5,2012
Registered Nurse,110123.51,2012
Registered Nurse,108217.46,2012
Registered Nurse,112042.96,2012
Registered Nurse,119433.02,2012
Registered Nurse,109737.56,2012
Registered Nurse,119752.88,2012
Registered Nurse,111895.11,2012
Registered Nurse,124488.0,2012
Registered Nurse,117972.61,2012
Registered Nurse,126579.6,2012
Registered Nurse,126120.0,2012
Registered Nurse,126120.0,2012
Registered Nurse,126120.01,2012
Registered Nurse,123085.51,2012
Registered Nurse,113303.96,2012
Registered Nurse,108614.95,2012
Registered Nurse,126107.59,2012
Registered Nurse,105052.02,2012
Registered Nurse,108773.55,2012
Registered Nurse,107913.45,2012
Registered Nurse,112237.28,2012
Registered Nurse,106965.99,2012
Registered Nurse,109336.42,2012
Registered Nurse,126120.0,2012
Registered Nurse,126120.0,2012
Registered Nurse,104387.42,2012
Registered Nurse,110487.13,2012
Registered Nurse,126120.02,2012
Registered Nurse,126120.0,2012
Registered Nurse,108556.41,2012
Registered Nurse,126120.0,2012
Registered Nurse,132558.0,2012
Registered Nurse,126120.0,2012
Registered Nurse,126120.02,2012
Registered Nurse,118652.0,2012
Registered Nurse,114453.23,2012
Registered Nurse,110675.83,2012
Registered Nurse,111503.82,2012
Registered Nurse,114242.26,2012
Registered Nurse,113824.62,2012
Registered Nurse,120651.83,2012
Registered Nurse,107563.74,2012
Registered Nurse,109611.37,2012
Registered Nurse,125620.04,2012
Registered Nurse,118292.4,2012
Registered Nurse,108655.27,2012
Registered Nurse,114242.42,2012
Registered Nurse,110227.76,2012
Registered Nurse,126120.01,2012
Registered Nurse,116546.52,2012
Registered Nurse,113738.94,2012
Registered Nurse,118652.0,2012
Registered Nurse,108825.97,2012
Registered Nurse,126120.0,2012
Registered Nurse,120424.65,2012
Registered Nurse,100382.33,2012
Registered Nurse,108791.47,2012
Registered Nurse,106504.67,2012
Registered Nurse,109606.55,2012
Registered Nurse,120859.01,2012
Registered Nurse,118652.0,2012
Registered Nurse,117968.8,2012
Registered Nurse,108546.4,2012
Registered Nurse,122374.5,2012
Registered Nurse,120682.73,2012
Registered Nurse,112697.04,2012
Registered Nurse,101705.16,2012
Registered Nurse,120844.76,2012
Registered Nurse,103681.18,2012
Registered Nurse,117165.23,2012
Registered Nurse,126120.0,2012
Registered Nurse,105077.98,2012
Registered Nurse,106995.01,2012
Registered Nurse,121826.62,2012
Registered Nurse,122954.61,2012
Registered Nurse,113825.08,2012
Registered Nurse,108303.12,2012
Registered Nurse,116674.0,2012
Registered Nurse,103729.05,2012
Registered Nurse,108804.35,2012
Registered Nurse,114781.14,2012
Registered Nurse,107868.01,2012
Registered Nurse,110655.38,2012
Registered Nurse,105772.52,2012
Registered Nurse,105720.13,2012
Registered Nurse,107826.86,2012
Registered Nurse,106171.56,2012
Registered Nurse,112226.6,2012
Registered Nurse,118652.0,2012
Registered Nurse,122308.0,2012
Registered Nurse,122769.32,2012
Registered Nurse,105272.69,2012
Registered Nurse,119444.02,2012
Registered Nurse,103052.06,2012
Registered Nurse,105329.74,2012
Registered Nurse,115380.28,2012
Registered Nurse,119386.47,2012
Registered Nurse,117120.85,2012
Registered Nurse,112722.09,2012
Registered Nurse,102205.39,2012
Registered Nurse,121826.75,2012
Registered Nurse,105831.04,2012
Registered Nurse,119433.29,2012
Registered Nurse,104116.24,2012
Registered Nurse,114379.61,2012
Registered Nurse,102826.85,2012
Registered Nurse,111507.39,2012
Registered Nurse,126120.0,2012
Registered Nurse,125794.24,2012
Registered Nurse,121805.75,2012
Registered Nurse,126120.0,2012
Registered Nurse,108952.22,2012
Registered Nurse,114710.66,2012
Registered Nurse,117330.02,2012
Registered Nurse,122308.0,2012
Registered Nurse,126120.0,2012
Registered Nurse,102704.25,2012
Registered Nurse,121932.11,2012
Registered Nurse,122308.02,2012
Registered Nurse,105206.15,2012
Registered Nurse,115256.89,2012
Registered Nurse,128848.51,2012
Registered Nurse,122308.0,2012
Registered Nurse,105105.71,2012
Registered Nurse,123043.06,2012
Registered Nurse,118652.0,2012
Registered Nurse,104799.6,2012
Registered Nurse,103320.03,2012
Registered Nurse,115092.01,2012
Registered Nurse,122130.84,2012
Registered Nurse,107739.76,2012
Registered Nurse,101422.62,2012
Registered Nurse,121577.39,2012
Registered Nurse,118301.0,2012
Registered Nurse,124134.41,2012
Registered Nurse,122683.02,2012
Registered Nurse,118652.0,2012
Registered Nurse,103444.79,2012
Registered Nurse,101496.1,2012
Registered Nurse,104569.85,2012
Registered Nurse,121243.98,2012
Registered Nurse,107119.02,2012
Registered Nurse,111396.2,2012
Registered Nurse,119889.66,2012
Registered Nurse,119756.59,2012
Registered Nurse,106776.87,2012
Registered Nurse,114491.93,2012
Registered Nurse,109647.69,2012
Registered Nurse,114882.72,2012
Registered Nurse,118577.56,2012
Registered Nurse,113993.1,2012
Registered Nurse,102702.78,2012
Registered Nurse,113592.85,2012
Registered Nurse,109195.28,2012
Registered Nurse,120620.04,2012
Registered Nurse,104366.1,2012
Registered Nurse,112611.48,2012
Registered Nurse,110503.43,2012
Registered Nurse,110728.96,2012
Registered Nurse,108719.09,2012
Registered Nurse,105172.89,2012
Registered Nurse,122187.67,2012
Registered Nurse,111924.55,2012
Registered Nurse,126120.0,2012
Registered Nurse,103343.17,2012
Registered Nurse,106406.73,2012
Registered Nurse,116352.0,2012
Registered Nurse,106858.3,2012
Registered Nurse,106541.83,2012
Registered Nurse,113183.46,2012
Registered Nurse,100241.11,2012
Registered Nurse,113733.0,2012
Registered Nurse,115626.43,2012
Registered Nurse,113204.68,2012
Registered Nurse,119409.99,2012
Registered Nurse,111038.07,2012
Registered Nurse,114935.62,2012
Registered Nurse,110072.57,2012
Registered Nurse,120830.8,2012
Registered Nurse,98563.78,2012
Registered Nurse,107944.01,2012
Registered Nurse,99886.38,2012
Registered Nurse,118652.0,2012
Registered Nurse,122308.0,2012
Registered Nurse,111700.76,2012
Registered Nurse,103505.23,2012
Registered Nurse,118003.22,2012
Registered Nurse,104010.66,2012
Registered Nurse,130061.99,2012
Registered Nurse,110729.21,2012
Registered Nurse,100835.52,2012
Registered Nurse,118068.25,2012
Registered Nurse,99267.34,2012
Registered Nurse,113086.63,2012
Registered Nurse,100299.49,2012
Registered Nurse,116063.8,2012
Registered Nurse,109015.71,2012
Registered Nurse,106241.7,2012
Registered Nurse,104362.86,2012
Registered Nurse,106592.36,2012
Registered Nurse,110943.12,2012
Registered Nurse,105400.4,2012
Registered Nurse,104350.54,2012
Registered Nurse,106632.44,2012
Registered Nurse,105990.31,2012
Registered Nurse,108636.04,2012
Registered Nurse,109175.51,2012
Registered Nurse,109565.71,2012
Registered Nurse,107876.7,2012
Registered Nurse,104433.58,2012
Registered Nurse,98834.36,2012
Registered Nurse,103199.98,2012
Registered Nurse,115674.53,2012
Registered Nurse,102233.8,2012
Registered Nurse,118652.0,2012
Registered Nurse,100691.69,2012
Registered Nurse,103238.66,2012
Registered Nurse,106877.84,2012
Registered Nurse,102407.13,2012
Registered Nurse,118652.0,2012
Registered Nurse,118566.34,2012
Registered Nurse,102260.89,2012
Registered Nurse,108296.7,2012
Registered Nurse,118652.0,2012
Registered Nurse,116632.0,2012
Registered Nurse,102759.93,2012
Registered Nurse,105979.06,2012
Registered Nurse,98376.86,2012
Registered Nurse,118831.14,2012
Registered Nurse,103885.66,2012
Registered Nurse,118457.06,2012
Registered Nurse,110216.49,2012
Registered Nurse,106373.71,2012
Registered Nurse,106188.13,2012
Registered Nurse,119462.04,2012
Registered Nurse,106043.9,2012
Registered Nurse,109179.96,2012
Registered Nurse,116232.66,2012
Registered Nurse,112390.6,2012
Registered Nurse,113316.79,2012
Registered Nurse,107429.85,2012
Registered Nurse,106489.73,2012
Registered Nurse,110101.46,2012
Registered Nurse,115923.23,2012
Registered Nurse,116338.66,2012
Registered Nurse,115092.0,2012
Registered Nurse,116507.87,2012
Registered Nurse,97729.79,2012
Registered Nurse,115092.05,2012
Registered Nurse,109976.68,2012
Registered Nurse,107887.3,2012
Registered Nurse,112549.73,2012
Registered Nurse,101801.85,2012
Registered Nurse,114068.71,2012
Registered Nurse,115690.61,2012
Registered Nurse,99054.63,2012
Registered Nurse,109724.68,2012
Registered Nurse,107281.46,2012
Registered Nurse,101640.34,2012
Registered Nurse,110170.7,2012
Registered Nurse,108391.37,2012
Registered Nurse,108691.24,2012
Registered Nurse,107075.0,2012
Registered Nurse,111752.94,2012
Registered Nurse,112591.14,2012
Registered Nurse,105145.21,2012
Registered Nurse,99069.79,2012
Registered Nurse,109260.75,2012
Registered Nurse,109503.38,2012
Registered Nurse,110858.85,2012
Registered Nurse,106539.45,2012
Registered Nurse,114313.41,2012
Registered Nurse,110046.07,2012
Registered Nurse,113776.35,2012
Registered Nurse,107456.82,2012
Registered Nurse,113344.36,2012
Registered Nurse,104331.3,2012
Registered Nurse,112385.54,2012
Registered Nurse,109730.14,2012
Registered Nurse,100401.39,2012
Registered Nurse,110769.21,2012
Registered Nurse,97666.99,2012
Registered Nurse,115092.0,2012
Registered Nurse,99131.4,2012
Registered Nurse,105817.77,2012
Registered Nurse,104435.35,2012
Registered Nurse,111757.32,2012
Registered Nurse,109925.64,2012
Registered Nurse,107213.93,2012
Registered Nurse,114847.44,2012
Registered Nurse,116072.01,2012
Registered Nurse,116072.0,2012
Registered Nurse,107974.39,2012
Registered Nurse,108329.09,2012
Registered Nurse,107158.66,2012
Registered Nurse,110033.88,2012
Registered Nurse,111012.13,2012
Registered Nurse,114965.36,2012
Registered Nurse,111634.81,2012
Registered Nurse,109460.83,2012
Registered Nurse,106996.04,2012
Registered Nurse,98824.28,2012
Registered Nurse,115498.01,2012
Registered Nurse,112979.26,2012
Registered Nurse,94343.46,2012
Registered Nurse,111934.27,2012
Registered Nurse,105321.86,2012
Registered Nurse,113582.16,2012
Registered Nurse,108337.51,2012
Registered Nurse,95265.63,2012
Registered Nurse,105479.6,2012
Registered Nurse,115165.9,2012
Registered Nurse,115092.01,2012
Registered Nurse,108529.08,2012
Registered Nurse,105683.64,2012
Registered Nurse,107769.76,2012
Registered Nurse,105695.71,2012
Registered Nurse,107431.12,2012
Registered Nurse,108277.03,2012
Registered Nurse,124014.99,2012
Registered Nurse,109560.41,2012
Registered Nurse,110004.12,2012
Registered Nurse,100530.7,2012
Registered Nurse,106154.86,2012
Registered Nurse,97324.02,2012
Registered Nurse,97003.8,2012
Registered Nurse,100182.24,2012
Registered Nurse,100013.65,2012
Registered Nurse,106893.19,2012
Registered Nurse,105462.83,2012
Registered Nurse,104979.5,2012
Registered Nurse,108498.19,2012
Registered Nurse,98185.45,2012
Registered Nurse,106651.0,2012
Registered Nurse,100427.84,2012
Registered Nurse,107164.07,2012
Registered Nurse,105443.84,2012
Registered Nurse,103291.24,2012
Registered Nurse,103120.95,2012
Registered Nurse,107608.55,2012
Registered Nurse,106947.92,2012
Registered Nurse,106406.81,2012
Registered Nurse,98419.28,2012
Registered Nurse,113498.33,2012
Registered Nurse,107211.14,2012
Registered Nurse,112228.35,2012
Registered Nurse,103460.14,2012
Registered Nurse,106606.08,2012
Registered Nurse,109105.31,2012
Registered Nurse,108756.65,2012
Registered Nurse,107310.0,2012
Registered Nurse,106773.0,2012
Registered Nurse,93882.89,2012
Registered Nurse,109307.25,2012
Registered Nurse,108844.79,2012
Registered Nurse,103626.1,2012
Registered Nurse,106594.82,2012
Registered Nurse,106638.29,2012
Registered Nurse,106900.96,2012
Registered Nurse,105890.58,2012
Registered Nurse,114447.81,2012
Registered Nurse,110189.6,2012
Registered Nurse,106190.76,2012
Registered Nurse,106909.95,2012
Registered Nurse,101456.24,2012
Registered Nurse,97592.96,2012
Registered Nurse,98113.63,2012
Registered Nurse,112466.93,2012
Registered Nurse,107755.58,2012
Registered Nurse,89926.24,2012
Registered Nurse,106567.33,2012
Registered Nurse,99221.48,2012
Registered Nurse,99728.45,2012
Registered Nurse,109111.62,2012
Registered Nurse,109983.13,2012
Registered Nurse,96114.71,2012
Registered Nurse,103426.33,2012
Registered Nurse,107820.81,2012
Registered Nurse,111881.14,2012
Registered Nurse,108700.53,2012
Registered Nurse,102811.37,2012
Registered Nurse,96962.26,2012
Registered Nurse,112259.25,2012
Registered Nurse,107459.63,2012
Registered Nurse,96138.27,2012
Registered Nurse,108991.27,2012
Registered Nurse,106742.18,2012
Registered Nurse,109207.39,2012
Registered Nurse,114724.86,2012
Registered Nurse,105223.0,2012
Registered Nurse,101166.42,2012
Registered Nurse,104307.37,2012
Registered Nurse,95918.28,2012
Registered Nurse,95761.41,2012
Registered Nurse,105599.2,2012
Registered Nurse,101938.87,2012
Registered Nurse,104104.62,2012
Registered Nurse,99698.06,2012
Registered Nurse,104112.59,2012
Registered Nurse,102954.96,2012
Registered Nurse,106043.54,2012
Registered Nurse,108733.07,2012
Registered Nurse,99286.3,2012
Registered Nurse,106978.55,2012
Registered Nurse,103355.32,2012
Registered Nurse,98664.81,2012
Registered Nurse,104087.67,2012
Registered Nurse,94179.61,2012
Registered Nurse,102736.95,2012
Registered Nurse,107634.2,2012
Registered Nurse,103246.55,2012
Registered Nurse,106722.08,2012
Registered Nurse,101400.27,2012
Registered Nurse,103110.67,2012
Registered Nurse,106867.38,2012
Registered Nurse,103332.32,2012
Registered Nurse,108944.72,2012
Registered Nurse,103704.89,2012
Registered Nurse,105865.07,2012
Registered Nurse,101871.98,2012
Registered Nurse,110999.32,2012
Registered Nurse,104550.47,2012
Registered Nurse,108781.2,2012
Registered Nurse,99817.07,2012
Registered Nurse,92950.23,2012
Registered Nurse,107505.0,2012
Registered Nurse,105461.52,2012
Registered Nurse,90616.28,2012
Registered Nurse,106015.34,2012
Registered Nurse,104293.79,2012
Registered Nurse,107172.78,2012
Registered Nurse,105013.58,2012
Registered Nurse,90328.8,2012
Registered Nurse,104116.13,2012
Registered Nurse,114496.76,2012
Registered Nurse,105406.34,2012
Registered Nurse,109320.96,2012
Registered Nurse,102077.67,2012
Registered Nurse,99562.25,2012
Registered Nurse,92719.19,2012
Registered Nurse,103065.1,2012
Registered Nurse,102893.34,2012
Registered Nurse,103459.23,2012
Registered Nurse,101984.59,2012
Registered Nurse,106178.7,2012
Registered Nurse,107302.29,2012
Registered Nurse,98579.58,2012
Registered Nurse,99391.17,2012
Registered Nurse,102714.21,2012
Registered Nurse,108644.01,2012
Registered Nurse,94398.96,2012
Registered Nurse,108405.11,2012
Registered Nurse,108854.08,2012
Registered Nurse,104334.08,2012
Registered Nurse,99968.84,2012
Registered Nurse,96355.62,2012
Registered Nurse,102449.63,2012
Registered Nurse,104814.12,2012
Registered Nurse,101676.46,2012
Registered Nurse,107598.58,2012
Registered Nurse,105165.64,2012
Registered Nurse,105272.0,2012
Registered Nurse,106773.86,2012
Registered Nurse,92672.52,2012
Registered Nurse,95416.44,2012
Registered Nurse,98768.41,2012
Registered Nurse,98523.55,2012
Registered Nurse,96704.97,2012
Registered Nurse,107784.53,2012
Registered Nurse,108818.6,2012
Registered Nurse,100906.88,2012
Registered Nurse,109372.77,2012
Registered Nurse,104736.67,2012
Registered Nurse,100522.61,2012
Registered Nurse,100572.51,2012
Registered Nurse,102159.03,2012
Registered Nurse,101795.16,2012
Registered Nurse,98688.34,2012
Registered Nurse,106034.88,2012
Registered Nurse,99794.55,2012
Registered Nurse,105196.13,2012
Registered Nurse,99283.17,2012
Registered Nurse,101549.54,2012
Registered Nurse,102026.03,2012
Registered Nurse,90469.3,2012
Registered Nurse,103031.48,2012
Registered Nurse,101971.42,2012
Registered Nurse,90362.97,2012
Registered Nurse,100146.16,2012
Registered Nurse,101673.2,2012
Registered Nurse,106743.72,2012
Registered Nurse,101563.0,2012
Registered Nurse,98092.34,2012
Registered Nurse,104188.65,2012
Registered Nurse,103775.7,2012
Registered Nurse,103530.04,2012
Registered Nurse,100580.47,2012
Registered Nurse,100454.29,2012
Registered Nurse,100948.23,2012
Registered Nurse,86425.82,2012
Registered Nurse,97693.91,2012
Registered Nurse,91378.01,2012
Registered Nurse,107436.43,2012
Registered Nurse,110204.17,2012
Registered Nurse,98270.8,2012
Registered Nurse,108170.55,2012
Registered Nurse,97275.94,2012
Registered Nurse,107112.1,2012
Registered Nurse,102851.5,2012
Registered Nurse,99990.65,2012
Registered Nurse,101555.08,2012
Registered Nurse,98677.77,2012
Registered Nurse,97722.29,2012
Registered Nurse,101708.87,2012
Registered Nurse,91547.36,2012
Registered Nurse,100789.7,2012
Registered Nurse,98609.31,2012
Registered Nurse,91141.59,2012
Registered Nurse,107929.7,2012
Registered Nurse,97654.24,2012
Registered Nurse,101022.63,2012
Registered Nurse,97047.67,2012
Registered Nurse,104468.82,2012
Registered Nurse,93720.28,2012
Registered Nurse,103699.11,2012
Registered Nurse,87501.33,2012
Registered Nurse,97841.61,2012
Registered Nurse,101852.18,2012
Registered Nurse,95049.68,2012
Registered Nurse,97199.37,2012
Registered Nurse,106448.98,2012
Registered Nurse,98506.3,2012
Registered Nurse,103889.36,2012
Registered Nurse,91507.15,2012
Registered Nurse,88864.81,2012
Registered Nurse,86861.96,2012
Registered Nurse,93325.99,2012
Registered Nurse,98128.31,2012
Registered Nurse,92968.71,2012
Registered Nurse,97005.95,2012
Registered Nurse,98694.28,2012
Registered Nurse,103252.65,2012
